id,Title,Type,Date,Source,link,scanned
442,Statement by Côte d'Ivoire at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Ivory Coast,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-CDI.pdf,True
443,Statement by Costa Rica at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Costa Rica,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Costa-Rica.pdf,False
444,Statement by China at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,China,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-China.pdf,False
445,Statement by Chile at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Chile,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Chile-Sp.pdf,False
446,Statement by Italy at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Italy,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Italy.pdf,True
447,Statement by Canada at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Canada,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Canada.pdf,False
448,Statement by Burundi at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Global Centre for the Responsibility to Protect,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Burundi-Fr.pdf,False
449,Statement by Brazil at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Brazil,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Brazil.pdf,True
450,Statement by Botswana at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Botswana,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Botswana.pdf,False
451,Statement by Bolivia at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Bolivia,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Bolivia.pdf,False
452,Statement by Belgium at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Belgium,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Belgium-En.pdf,False
453,Statement by Belarus at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Belarus,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Belarus.pdf,False
454,Statement by Australia at the 2013 UN General Assembly informal interactive dialogue on the Responsibility to Protect,Government Statement,2013-09-11 00:00:00,Australia,https://www.globalr2p.org/wp-content/uploads/2020/01/2013-IID-Australia.pdf,True
455,Statement by Canada at the 2011 UN General Assembly Informal Interactive Dialogue on the Responsibility to Protect,Government Statement,2011-07-12 00:00:00,Canada,https://www.globalr2p.org/wp-content/uploads/2020/01/2011-IID-Canada.pdf,False
456,Statement by Brazil at the 2011 UN General Assembly Informal Interactive Dialogue on the Responsibility to Protect,Government Statement,2011-07-12 00:00:00,Brazil,https://www.globalr2p.org/wp-content/uploads/2020/01/2011-IID-Brazil.pdf,True
457,Statement by Belgium at the 2011 UN General Assembly Informal Interactive Dialogue on the Responsibility to Protect,Government Statement,2011-07-12 00:00:00,Belgium,https://www.globalr2p.org/wp-content/uploads/2020/01/2011-IID-Belgium.pdf,False
458,Statement by Barbados on behalf of CARICOM at the 2011 UN General Assembly Informal Interactive Dialogue on the Responsibility to Protect,Government Statement,2011-07-12 00:00:00,Barbados on behalf of CARICOM,https://www.globalr2p.org/wp-content/uploads/2020/01/2011-IID-Barbados-CARICOM.pdf,True
459,Statement by Australia at the 2011 UN General Assembly Informal Interactive Dialogue on the Responsibility to Protect,Government Statement,2011-07-12 00:00:00,Australia,https://www.globalr2p.org/wp-content/uploads/2020/01/2011-IID-Australia.pdf,False
460,Statement by Armenia at the 2011 UN General Assembly Informal Interactive Dialogue on the Responsibility to Protect,Government Statement,2011-07-12 00:00:00,Armenia,https://www.globalr2p.org/wp-content/uploads/2020/01/2011-IID-Armenia.pdf,False
461,,,2009-01-01 00:00:00,Sweden,,False
462,,,2009-01-01 00:00:00,Peru,,False
463,,,2009-01-01 00:00:00,Papua New Guinea,,False
464,,,2009-01-01 00:00:00,Solomon Islands,,False
465,,,2009-01-01 00:00:00,Malaysia,,False
466,,,2009-01-01 00:00:00,Germany,,False
467,,,2009-01-01 00:00:00,Bolivia,,False
468,,,2009-01-01 00:00:00,Venezuela,,False
469,,,2009-01-01 00:00:00,Croatia,,False
470,,,2009-01-01 00:00:00,Cameroon,,False
471,,,2009-01-01 00:00:00,UK,,False
472,,,2009-01-01 00:00:00,Australia,,False
473,,,2009-01-01 00:00:00,Iceland,,False
474,,,2009-01-01 00:00:00,Chile,,False
475,,,2009-01-01 00:00:00,Morocco,,False
476,,,2009-01-01 00:00:00,Norway,,False
477,,,2009-01-01 00:00:00,Egypt,,False
478,,,2009-01-01 00:00:00,Bosnia Herzegovina,,False
479,,,2009-01-01 00:00:00,Mali,,False
480,,,2009-01-01 00:00:00,Timor Leste,,False
481,,,2009-01-01 00:00:00,Qatar,,False
482,,,2009-01-01 00:00:00,Liechtenstein,,False
483,,,2009-01-01 00:00:00,Philippines,,False
484,,,2009-01-01 00:00:00,Tanzania,,False
485,,,2009-01-01 00:00:00,Republic of Korea ,,False
486,,,2009-01-01 00:00:00,Swaziland,,False
487,,,2009-01-01 00:00:00,President of the UN General Assembly,,False
488,,,2009-01-01 00:00:00,Ecuador,,False
489,,,2009-01-01 00:00:00,Serbia,,False
490,,,2009-01-01 00:00:00,EU,,False
491,,,2009-01-01 00:00:00,Myanmar,,False
492,,,2009-01-01 00:00:00,Singapore,,False
493,,,2009-01-01 00:00:00,Jordan,,True
494,,,2009-01-01 00:00:00,Brazil,,False
495,,,2009-01-01 00:00:00,Azerbaijan,,False
496,,,2009-01-01 00:00:00,Mexico,,False
497,,,2009-01-01 00:00:00,Kazakhstan,,False
498,,,2009-01-01 00:00:00,Ireland,,False
499,,,2009-01-01 00:00:00,Algeria,,False
500,,,2009-01-01 00:00:00,China,,False
501,,,2009-01-01 00:00:00,Nigeria,,False
502,,,2009-01-01 00:00:00,Sudan,,False
503,,,2009-01-01 00:00:00,Belgium,,False
504,,,2009-01-01 00:00:00,US,,False
505,,,2009-01-01 00:00:00,India,,False
506,,,2009-01-01 00:00:00,Armenia,,False
507,,,2009-01-01 00:00:00,New Zealand,,False
508,,,2009-01-01 00:00:00,Panama,,False
509,,,2009-01-01 00:00:00,Jamaica,,False
510,,,2009-01-01 00:00:00,Cuba,,False
511,,,2009-01-01 00:00:00,Uruguay,,False
512,,,2009-01-01 00:00:00,Italy,,False
513,,,2009-01-01 00:00:00,Holy See,,False
514,,,2009-01-01 00:00:00,Slovenia,,False
515,,,2009-01-01 00:00:00,Japan,,False
516,,,2009-01-01 00:00:00,Indonesia,,False
517,,,2009-01-01 00:00:00,Pakistan,,False
518,,,2009-01-01 00:00:00,Turkey,,False
519,,,2009-01-01 00:00:00,Bangladesh,,False
520,,,2009-01-01 00:00:00,Romania,,False
521,,,2009-01-01 00:00:00,Palestine,,False
522,,,2009-01-01 00:00:00,Czech Republic,,False
523,,,2009-01-01 00:00:00,Rwanda,,False
524,,,2009-01-01 00:00:00,Vietnam,,False
525,,,2009-01-01 00:00:00,Guatemala,,False
526,,,2009-01-01 00:00:00,Canada,,False
527,,,2009-01-01 00:00:00,Kenya,,False
528,,,2009-01-01 00:00:00,Russia,,False
529,,,2009-01-01 00:00:00,Monaco,,True
530,,,2009-01-01 00:00:00,Lesotho,,False
531,,,2009-01-01 00:00:00,Democratic People's Republic of Korea,,False
532,,,2009-01-01 00:00:00,Andorra,,False
533,,,2009-01-01 00:00:00,Costa Rica and Denmark,,False
534,,,2009-01-01 00:00:00,Luxembourg,,False
535,,,2009-01-01 00:00:00,Argentina,,False
536,,,2009-01-01 00:00:00,San Marino,,False
537,,,2009-01-01 00:00:00,Guinea Bissau,,False
538,,,2009-01-01 00:00:00,Ghana,,False
539,,,2009-01-01 00:00:00,Botswana,,False
540,,,2009-01-01 00:00:00,Switzerland,,False
541,,,2009-01-01 00:00:00,France,,False
542,,,2009-01-01 00:00:00,Netherlands,,False
543,,,2009-01-01 00:00:00,Benin,,False
544,,,2009-01-01 00:00:00,Sri Lanka,,False
545,,,2009-01-01 00:00:00,Israel,,False
546,,,2009-01-01 00:00:00,Nicaragua,,False
547,,,2009-01-01 00:00:00,Iran,,False
548,,,2009-01-01 00:00:00,Colombia,,False
549,,,2009-01-01 00:00:00,Slovakia,,False
550,,,2009-01-01 00:00:00,Hungary,,False
551,,,2009-01-01 00:00:00,Sierra Leone,,False
552,,,2009-01-01 00:00:00,South Africa,,False
553,,,2010-01-01 00:00:00,Netherlands,,False
554,,,2010-01-01 00:00:00,Senegal,,True
555,,,2010-01-01 00:00:00,Nepal,,False
556,,,2010-01-01 00:00:00,Republic of Korea ,,True
557,,,2010-01-01 00:00:00,Tanzania,,True
558,,,2010-01-01 00:00:00,El Salvador,,True
559,,,2010-01-01 00:00:00,Armenia,,False
560,,,2010-01-01 00:00:00,Pakistan,,False
561,,,2010-01-01 00:00:00,Brazil,,False
562,,,2010-01-01 00:00:00,Germany,,False
563,,,2010-01-01 00:00:00,Lebanon,,True
564,,,2010-01-01 00:00:00,International Coalition for the Responsibility to Protect,,False
565,,,2010-01-01 00:00:00,US,,False
566,,,2010-01-01 00:00:00,Switzerland,,True
567,,,2010-01-01 00:00:00,Costa Rica,,True
568,,,2010-01-01 00:00:00,Guatemala,,False
569,,,2010-01-01 00:00:00,Czech Republic,,False
570,,,2010-01-01 00:00:00,Australia,,False
571,,,2010-01-01 00:00:00,Nicaragua,,True
572,,,2010-01-01 00:00:00,EU,,True
573,,,2010-01-01 00:00:00,Bangladesh,,False
574,,,2010-01-01 00:00:00,Solomon Islands,,True
575,,,2010-01-01 00:00:00,Mexico ,,True
576,,,2010-01-01 00:00:00,Benin,,True
577,,,2010-01-01 00:00:00,Nigeria,,True
578,,,2010-01-01 00:00:00,Argentina,,False
579,,,2011-01-01 00:00:00,Spain,,False
580,,,2011-01-01 00:00:00,Ireland,,True
581,,,2011-01-01 00:00:00,Democratic People's Republic of Korea,,False
582,,,2011-01-01 00:00:00,Germany,,False
583,,,2011-01-01 00:00:00,Czech Republic,,False
584,,,2011-01-01 00:00:00,Belgium,,False
585,,,2011-01-01 00:00:00,Guinea,,False
586,,,2011-01-01 00:00:00,Former Special Adviser on R2P Monica Serrano,,False
587,,,2011-01-01 00:00:00,Russia,,False
588,,,2011-01-01 00:00:00,Sweden,,False
589,,,2011-01-01 00:00:00,Slovenia,,False
590,,,2011-01-01 00:00:00,Honduras,,False
591,,,2011-01-01 00:00:00,Lebanon,,False
592,,,2011-01-01 00:00:00,Morocco,,False
593,,,2011-01-01 00:00:00,EU,,True
594,,,2011-01-01 00:00:00,Israel,,False
595,,,2011-01-01 00:00:00,Cuba,,False
596,,,2011-01-01 00:00:00,Japan,,False
597,,,2011-01-01 00:00:00,Switzerland,,True
598,,,2011-01-01 00:00:00,New Zealand,,False
599,,,2011-01-01 00:00:00,Iran,,False
600,,,2011-01-01 00:00:00,US,,False
601,,,2011-01-01 00:00:00,Barbados,,True
602,,,2011-01-01 00:00:00,Chile,,False
603,,,2011-01-01 00:00:00,China,,False
604,,,2011-01-01 00:00:00,Australia,,False
605,,,2011-01-01 00:00:00,African Union,,False
606,,,2011-01-01 00:00:00,Pakistan,,False
607,,,2011-01-01 00:00:00,Georgia,,False
608,,,2011-01-01 00:00:00,Italy,,False
609,,,2011-01-01 00:00:00,Armenia,,False
610,,,2011-01-01 00:00:00,Kenya,,True
611,,,2011-01-01 00:00:00,Mexico ,,False
612,,,2011-01-01 00:00:00,Netherlands,,False
613,,,2011-01-01 00:00:00,Liechtenstein,,False
614,,,2011-01-01 00:00:00,Costa Rica,,False
615,,,2011-01-01 00:00:00,Canada,,False
616,,,2011-01-01 00:00:00,Jordan,,False
617,,,2011-01-01 00:00:00,Hungary,,False
618,,,2011-01-01 00:00:00,Brazil,,True
619,,,2011-01-01 00:00:00,South Korea,,False
620,,,2011-01-01 00:00:00,UK,,False
621,,,2011-01-01 00:00:00,France,,False
622,,,2011-01-01 00:00:00,Guatemala,,False
623,,,2012-01-01 00:00:00,India,,True
624,,,2012-01-01 00:00:00,International Coalition for the Responsibility to Protect,,False
625,,,2012-01-01 00:00:00,Belgium,,False
626,,,2012-01-01 00:00:00,Luxembourg,,True
627,,,2012-01-01 00:00:00,Vietnam,,True
628,,,2012-01-01 00:00:00,EU,,True
629,,,2012-01-01 00:00:00,Denmark,,True
630,,,2012-01-01 00:00:00,Russia,,False
631,,,2012-01-01 00:00:00,China,,False
632,,,2012-01-01 00:00:00,Netherlands,,False
633,,,2012-01-01 00:00:00,Ghana,,True
634,,,2012-01-01 00:00:00,Germany,,False
635,,,2012-01-01 00:00:00,Russia,,False
636,,,2012-01-01 00:00:00,Israel,,False
637,,,2012-01-01 00:00:00,Libya,,False
638,,,2012-01-01 00:00:00,South Africa,,False
639,,,2012-01-01 00:00:00,Canada,,False
640,,,2012-01-01 00:00:00,Burundi,,False
641,,,2012-01-01 00:00:00,Czech Republic,,True
642,,,2012-01-01 00:00:00,Tunisia,,False
643,,,2012-01-01 00:00:00,Sri Lanka,,True
644,,,2012-01-01 00:00:00,Uruguay,,False
645,,,2012-01-01 00:00:00,Argentina,,True
646,,,2012-01-01 00:00:00,Georgia,,False
647,,,2012-01-01 00:00:00,Japan,,True
648,,,2012-01-01 00:00:00,Liechtenstein,,False
649,,,2012-01-01 00:00:00,Guatemala,,True
650,,,2012-01-01 00:00:00,Spain,,False
651,,,2012-01-01 00:00:00,Ivory Coast,,True
652,,,2012-01-01 00:00:00,Brazil,,True
653,,,2012-01-01 00:00:00,Chile,,False
654,,,2012-01-01 00:00:00,Norway,,True
655,,,2012-01-01 00:00:00,Chile,,False
656,,,2012-01-01 00:00:00,Spain,,False
657,,,2012-01-01 00:00:00,Former Special Adviser on R2P Alex Bellamy,,False
658,,,2012-01-01 00:00:00,New Zealand,,False
659,,,2012-01-01 00:00:00,Nigeria,,False
660,,,2012-01-01 00:00:00,Global Centre for the Responsibility to Protect,,False
661,,,2012-01-01 00:00:00,Peru,,False
662,,,2012-01-01 00:00:00,Iran,,False
663,,,2012-01-01 00:00:00,Costa Rica,,False
664,,,2012-01-01 00:00:00,United Arab Emirates ,,False
665,,,2012-01-01 00:00:00,President of the UN General Assembly ,,False
666,,,2012-01-01 00:00:00,UK,,False
667,,,2012-01-01 00:00:00,Italy,,False
668,,,2012-01-01 00:00:00,Syria,,False
669,,,2012-01-01 00:00:00,Slovenia,,True
670,,,2012-01-01 00:00:00,Hungary,,False
671,,,2012-01-01 00:00:00,US,,False
672,,,2012-01-01 00:00:00,Malaysia,,True
673,,,2012-01-01 00:00:00,Ivory Coast,,False
674,,,2012-01-01 00:00:00,Singapore,,True
675,,,2012-01-01 00:00:00,Belgium,,False
676,,,2012-01-01 00:00:00,Morocco,,False
677,,,2012-01-01 00:00:00,Australia,,False
678,,,2012-01-01 00:00:00,Switzerland,,True
679,,,2012-01-01 00:00:00,Egypt,,False
680,,,2012-01-01 00:00:00,Qatar,,False
681,,,2012-01-01 00:00:00,Ireland,,False
682,,,2012-01-01 00:00:00,Portugal,,False
683,,,2012-01-01 00:00:00,Republic of Korea ,,True
684,,,2012-01-01 00:00:00,Former Special Adviser on R2P Adama Dieng,,False
685,,,2012-01-01 00:00:00,Rwanda,,False
686,,,2012-01-01 00:00:00,Estonia,,True
687,,,2012-01-01 00:00:00,Pakistan,,False
688,,,2012-01-01 00:00:00,Cuba,,False
689,,,2012-01-01 00:00:00,Mexico ,,False
690,,,2013-01-01 00:00:00,Pakistan,,False
691,,,2013-01-01 00:00:00,Ghana,,True
692,,,2013-01-01 00:00:00,India,,True
693,,,2013-01-01 00:00:00,UN Secretary-General,,False
694,,,2013-01-01 00:00:00,Chile,,False
695,,,2013-01-01 00:00:00,Morocco,,False
696,,,2013-01-01 00:00:00,Rwanda,,False
697,,,2013-01-01 00:00:00,Switzerland,,True
698,,,2013-01-01 00:00:00,Belarus,,False
699,,,2013-01-01 00:00:00,Syria,,False
700,,,2013-01-01 00:00:00,Qatar,,False
701,,,2013-01-01 00:00:00,Peru,,True
702,,,2013-01-01 00:00:00,International Coalition for the Responsibility to Protect,,False
703,,,2013-01-01 00:00:00,Belgium,,False
704,,,2013-01-01 00:00:00,Finland,,True
705,,,2013-01-01 00:00:00,Slovenia,,False
706,,,2013-01-01 00:00:00,Ecuador,,False
707,,,2013-01-01 00:00:00,Canada,,False
708,,,2013-01-01 00:00:00,Italy,,True
709,,,2013-01-01 00:00:00,Latvia,,False
710,,,2013-01-01 00:00:00,Tanzania,,False
711,,,2013-01-01 00:00:00,Slovakia,,False
712,,,2013-01-01 00:00:00,Germany,,False
713,,,2013-01-01 00:00:00,South Africa,,False
714,,,2013-01-01 00:00:00,Panama,,False
715,,,2013-01-01 00:00:00,Libya,,False
716,,,2013-01-01 00:00:00,Egypt,,False
717,,,2013-01-01 00:00:00,Cuba,,False
718,,,2013-01-01 00:00:00,Argentina,,False
719,,,2013-01-01 00:00:00,Uruguay,,True
720,,,2013-01-01 00:00:00,Paraguay,,True
721,,,2013-01-01 00:00:00,Togo,,False
722,,,2013-01-01 00:00:00,Indonesia,,False
723,,,2013-01-01 00:00:00,Hungary,,True
724,,,2013-01-01 00:00:00,Netherlands,,True
725,,,2013-01-01 00:00:00,Costa Rica,,False
726,,,2013-01-01 00:00:00,Papua New Guinea,,False
727,,,2013-01-01 00:00:00,Sri Lanka,,True
728,,,2013-01-01 00:00:00,Russia,,False
729,,,2013-01-01 00:00:00,Armenia,,False
730,,,2013-01-01 00:00:00,Venezuela,,True
731,,,2013-01-01 00:00:00,Liechtenstein,,False
732,,,2013-01-01 00:00:00,Malaysia,,True
733,,,2013-01-01 00:00:00,Belgium,,True
734,,,2013-01-01 00:00:00,Former Special Adviser on R2P Dr. Jennifer Welsh,,False
735,,,2013-01-01 00:00:00,US,,False
736,,,2013-01-01 00:00:00,Nigeria,,True
737,,,2013-01-01 00:00:00,UK,,False
738,,,2013-01-01 00:00:00,Czech Republic,,False
739,,,2013-01-01 00:00:00,China,,False
740,,,2013-01-01 00:00:00,Argentina,,False
741,,,2013-01-01 00:00:00,Luxembourg,,True
742,,,2013-01-01 00:00:00,Mexico ,,False
743,,,2013-01-01 00:00:00,Norway,,False
744,,,2013-01-01 00:00:00,UN Deputy Secretary-General,,False
745,,,2013-01-01 00:00:00,Georgia,,False
746,,,2013-01-01 00:00:00,Guatemala,,False
747,,,2013-01-01 00:00:00,Brazil,,True
748,,,2013-01-01 00:00:00,Turkey,,False
749,,,2013-01-01 00:00:00,Singapore,,True
750,,,2013-01-01 00:00:00,Denmark,,False
751,,,2013-01-01 00:00:00,Bolivia,,False
752,,,2013-01-01 00:00:00,Spain,,False
753,,,2013-01-01 00:00:00,France,,False
754,,,2013-01-01 00:00:00,Ecuador,,False
755,,,2013-01-01 00:00:00,Burundi,,False
756,,,2013-01-01 00:00:00,Estonia,,True
757,,,2013-01-01 00:00:00,Botswana,,False
758,,,2013-01-01 00:00:00,New Zealand,,True
759,,,2013-01-01 00:00:00,Mexico ,,False
760,,,2013-01-01 00:00:00,France,,False
761,,,2013-01-01 00:00:00,Iran,,False
762,,,2013-01-01 00:00:00,Togo,,False
763,,,2013-01-01 00:00:00,Montenegro,,False
764,,,2013-01-01 00:00:00,Ivory Coast,,True
765,,,2013-01-01 00:00:00,Australia,,True
766,,,2013-01-01 00:00:00,Japan,,True
767,,,2013-01-01 00:00:00,Republic of Korea ,,False
768,,,2013-01-01 00:00:00,Nicaragua,,False
769,,,2018-07-02 10:00:00,China,,False
770,,,2019-06-27 15:00:00,Uruguay,,False
771,,,2019-06-27 15:00:00,Republic of Korea,,False
772,,,2018-06-25 15:00:00,Switzerland,,False
773,,,2018-07-02 10:00:00,Portugal,,False
774,,,2018-06-25 10:00:00,United States,,False
775,,,2019-06-27 15:00:00,Sudan,,False
776,,,2018-06-25 15:00:00,France,,False
777,,,2018-07-02 10:00:00,Armenia,,False
778,,,2018-07-02 10:00:00,Indonesia,,False
779,,,2019-06-27 10:00:00,Denmark,,False
780,,,2019-06-27 15:00:00,Liechtenstein,,False
781,,,2018-06-25 15:00:00,Poland,,False
782,,,2019-06-28 15:00:00,Nigeria,,False
783,,,2018-06-25 10:00:00,Japan,,False
784,,,2018-06-25 15:00:00,Vanuatu,,False
785,,,2018-06-25 15:00:00,Czech Republic,,False
786,,,2018-07-02 10:00:00,Panama,,False
787,,,2019-06-28 10:00:00,Romania,,False
788,,,2018-06-25 10:00:00,United Kingdom,,False
789,,,2019-06-27 10:00:00,Japan,,False
790,,,2019-06-28 10:00:00,Russia,,False
791,,,2019-06-28 15:00:00,Peru,,False
792,,,2018-06-25 15:00:00,Guatemala,,False
793,,,2019-06-27 15:00:00,Portugal,,False
794,,,2018-07-02 10:00:00,Rwanda,,False
795,,,2018-07-02 10:00:00,Luxembourg,,False
796,,,2018-07-02 10:00:00,Palau,,False
797,,,2018-06-25 10:00:00,Australia,,False
798,,,2018-07-02 10:00:00,Andorra,,False
799,,,2019-06-27 10:00:00,Slovakia,,False
800,,,2019-06-28 10:00:00,Saudi Arabia,,False
801,,,2018-06-25 15:00:00,Israel,,False
802,,,2019-06-28 10:00:00,Pakistan,,False
803,,,2018-07-02 10:00:00,Pakistan,,False
804,,,2019-06-28 10:00:00,Israel,,False
805,,,2018-07-02 10:00:00,Papua New Guinea,,False
806,,,2018-06-25 15:00:00,Belgium,,False
807,,,2018-06-25 15:00:00,Sudan,,False
808,,,2019-06-27 15:00:00,Qatar,,False
809,,,2019-06-27 15:00:00,Germany,,False
810,,,2018-06-25 10:00:00,Mexico,,False
811,,,2019-06-27 15:00:00,Andorra,,False
812,,,2019-06-28 10:00:00,Iran,,False
813,,,2019-06-27 10:00:00,Spain,,False
814,,,2019-06-28 15:00:00,Egypt,,False
815,,,2018-06-25 15:00:00,Turkey,,False
816,,,2018-07-02 10:00:00,India,,False
817,,,2019-06-27 15:00:00,Poland,,False
818,,,2018-07-02 10:00:00,Ecuador,,False
819,,,2019-06-27 10:00:00,Brazil,,False
820,,,2019-06-27 10:00:00,Mexico,,False
821,,,2019-06-28 10:00:00,Cabo Verde,,False
822,,,2019-06-27 10:00:00,Costa Rica,,False
823,,,2019-06-27 15:00:00,Turkey,,False
824,,,2019-06-28 10:00:00,Sudan,,False
825,,,2018-06-25 10:00:00,Costa Rica,,False
826,,,2018-06-25 15:00:00,Canada,,False
827,,,2019-06-28 10:00:00,Singapore,,False
828,,,2019-06-27 15:00:00,Switzerland,,False
829,,,2019-06-27 10:00:00,Marshal Islands,,False
830,,,2019-06-28 10:00:00,Afghanistan,,False
831,,,2018-07-02 10:00:00,Philippines,,False
832,,,2019-06-28 10:00:00,Myanmar,,False
833,,,2018-06-25 10:00:00,Slovenia,,False
834,,,2018-06-25 15:00:00,Sweden,,False
835,,,2019-06-28 10:00:00,Yemen,,False
836,,,2019-06-27 15:00:00,Netherlands,,False
837,,,2019-06-28 10:00:00,Jamaica,,False
838,,,2018-06-25 15:00:00,South Africa,,False
839,,,2018-06-25 15:00:00,Pakistan,,False
840,,,2018-06-25 10:00:00,Ghana,,False
841,,,2019-06-28 10:00:00,South Africa,,False
842,,,2019-06-28 10:00:00,Mongolia,,False
843,,,2019-06-28 10:00:00,Algeria,,False
844,,,2019-06-28 10:00:00,Libya,,False
845,,,2019-06-28 10:00:00,Australia,,False
846,,,2019-06-27 10:00:00,Croatia,,False
847,,,2019-06-27 15:00:00,Czech Republic,,False
848,,,2019-06-27 10:00:00,Slovenia,,False
849,,,2018-06-25 15:00:00,Finland,,False
850,,,2018-06-25 15:00:00,Liechtenstein,,False
851,,,2018-07-02 10:00:00,San Marino,,False
852,,,2018-06-25 10:00:00,Denmark,,False
853,,,2019-06-28 10:00:00,India,,False
854,,,2019-06-27 10:00:00,Venezuela,,False
855,,,2019-06-28 10:00:00,Spain,,False
856,,,2019-06-27 10:00:00,EU,,False
857,,,2018-07-02 10:00:00,Kazakhstan,,False
858,,,2018-06-25 15:00:00,Nigeria,,False
859,,,2018-07-02 10:00:00,Libya,,False
860,,,2018-06-25 10:00:00,Slovakia,,False
861,,,2019-06-28 10:00:00,Indonesia,,False
862,,,2018-07-02 10:00:00,Bangladesh,,False
863,,,2018-07-02 10:00:00,Fiji,,False
864,,,2018-06-25 15:00:00,Hungary,,False
865,,,2018-06-25 15:00:00,India,,False
866,,,2019-06-28 15:00:00,Ukraine,,False
867,,,2019-06-28 10:00:00,Japan,,False
868,,,2019-06-28 10:00:00,China,,False
869,,,2019-06-27 10:00:00,Latvia,,False
870,,,2019-06-27 15:00:00,Luxembourg,,False
871,,,2019-06-27 15:00:00,Morocco,,False
872,,,2018-06-25 15:00:00,Germany,,False
873,,,2019-06-27 15:00:00,Ivory Coast,,False
874,,,2019-06-28 10:00:00,Cuba,,False
875,,,2018-06-25 10:00:00,Netherlands,,False
876,,,2019-06-27 15:00:00,United Kingdom,,False
877,,,2018-07-02 10:00:00,Myanmar,,False
878,,,2019-06-27 15:00:00,Ireland,,False
879,,,2019-06-28 10:00:00,Malaysia,,False
880,,,2019-06-28 10:00:00,Egypt,,False
881,,,2018-06-25 15:00:00,Italy,,False
882,,,2019-06-27 15:00:00,Myanmar,,False
883,,,2018-07-02 10:00:00,United Arab Emirates ,,False
884,,,2018-07-02 10:00:00,Mauritius,,False
885,,,2018-06-25 10:00:00,Morocco,,False
886,,,2019-06-27 10:00:00,Norway,,False
887,,,2018-06-25 15:00:00,Argentina,,False
888,,,2018-06-25 10:00:00,Kiribati,,False
889,,,2019-06-28 10:00:00,Vietnam,,False
890,,,2019-06-27 10:00:00,Italy,,False
891,,,2018-06-25 10:00:00,Qatar,,False
892,,,2019-06-27 15:00:00,Hungary,,False
893,,,2019-06-28 15:00:00,Russia,,False
894,,,2019-06-28 10:00:00,Argentina,,False
895,,,2019-06-27 10:00:00,Australia,,False
896,,,2018-06-25 10:00:00,Spain,,False
897,,,2019-06-28 15:00:00,Indonesia,,False
898,,,2018-06-25 15:00:00,Cuba,,False
899,,,2018-07-02 10:00:00,Honduras,,False
900,,,2019-06-28 10:00:00,United States,,False
901,,,2018-06-25 10:00:00,EU,,False
902,,,2018-06-25 10:00:00,Latvia,,False
903,,,2019-06-27 15:00:00,Belgium,,False
904,,,2019-06-27 15:00:00,Ghana,,False
905,,,2018-06-25 15:00:00,Syria,,False
906,,,2019-06-27 10:00:00,United Arab Emirates ,,False
907,,,2018-07-02 10:00:00,Iran,,False
908,,,2019-06-28 10:00:00,Iraq,,False
909,,,2018-06-25 15:00:00,Republic of Korea,,False
910,,,2019-06-28 10:00:00,Togo,,False
911,,,2019-06-27 15:00:00,China,,False
912,,,2019-06-27 15:00:00,Malta,,False
913,,,2019-06-27 10:00:00,Pakistan,,False
914,,,2018-07-02 10:00:00,Chile,,False
915,,,2018-06-25 15:00:00,Uruguay,,False
916,,,2019-06-27 10:00:00,Guatemala,,False
917,,,2019-06-27 15:00:00,Chile,,False
918,,,2018-07-02 10:00:00,Russia,,False
919,,,2018-07-02 10:00:00,Bolivia,,False
920,,,2019-06-27 10:00:00,Syria,,False
921,,,2019-06-28 15:00:00,Colombia,,False
